DISTRITO,REGIÓN,PACTO,ORDEN,NOMBRE,PARTIDO,PARTIDO ASOCIADO,DIPUTADO 2025,SENADOR 2025
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,4,MARLENE LAURA GONZÁLEZ AHUMADA,PSC,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,5,RODOLFO ALFREDO PONCE VARGAS,IND,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,6,JOSÉ MIGUEL VALLEJO KNOCKAERT,PNL,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,7,MARÍA SOLEDAD CALVO HERRERA,PNL,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,8,VERÓNICA IVONNE BECERRA VERGARA,PNL,,,
6,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,9,JORGE EDUARDO VILLARROEL PÉREZ,PNL,,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,1,JUAN IGNACIO LATORRE,FA,,,1.0
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,2,FRANCISCA BELLO,FA,,1.0,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,3,NELSON VENEGAS,PS,,1.0,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,4,MAURICIO VIÑAMBRES,IND,PR,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,5,LUIS FONCEA,IND,PPD,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,6,SABAS CHAHUÁN,IND,PL,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,7,SOFÍA GONZÁLEZ,PC,,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,8,CRISTIAN MELLA,PDC,,,
6,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,9,GASPAR RIVAS,PDC,PDC,1.0,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,1,JAVIER IGNACIO OLIVARES AVENDAÑO,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,2,MAYKOL ANTONIO CASTILLO FERNÁNDEZ,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,3,JORGE BARUR CRISTI RAMÍREZ,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,4,GONZALO MARCELO SOTO PIZARRO,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,6,BONNIE JHOAN SILVA VILLARROEL,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,7,BLANCA ESTHER CURRIECO SOTO,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,8,MARCIA XIMENA MARCHANT FARÍAS,PDG,,,
6,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,9,RUBY ANGELICA VILLALOBOS ARACENA,PDG,,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,1,ANDRES CELIS MONTT,RN,,1.0,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,2,SAMIRA CHAHUAN AKLE,RN,,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,3,LEOPOLDO MORENO CONTARDO,IND,RN,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,4,CARLOS MONDACA MATZNER,IND,EVOPOLI,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,5,JORGE GARCES ROJAS,IND,EVOPOLI,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,6,MARLEN OLIVARI MAYER,IND,EVOPOLI,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,7,JORGE CASTRO MUÑOZ,UDI,,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,8,MACARENA URENDA SALAMANCA,UDI,,,
7,REGIÓN DE VALPARAÍSO,CHILE GRANDE Y UNIDO,9,HOTUITI TEAO DRAGO,IND,UDI,1.0,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,JORGE SHARP FAJARDO,IND,FREVS,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,RENE LUES ESCOBAR,IND,FREVS,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,PRISCILA FLEMING ARANGUIZ,FREVS,,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,ANGELA CABEZON CONTRERAS,FREVS,,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,RODRIGO RUIZ ENCINA,IND,FREVS,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,TANIA ISABEL MADRIAGA FLORES,AH,,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,CARLOS MATIAS MUÑOZ LECERF,IND,AH,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",8,LUCIA ALEJANDRA ORTIZ LEON,IND,AH,,
7,REGIÓN DE VALPARAÍSO,"VERDES, REGIONALISTAS Y HUMANISTAS",9,CLAUDIO ENRIQUE VALLE FIGUEROA,IND,AH,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,1,LUIS FERNANDO SÁNCHEZ OSSA,REP,,1.0,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,2,RAFAEL GONZÁLEZ CAMUS,REP,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,3,ÁNGELA CARRASCO JOFRÉ,REP,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,4,SEBASTIÁN ZAMORA SOTO,IND,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,5,JAIME ANDRÉS MORALES OTAROLA,IND,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,6,PEDRO RODOLFO SCHWEDELBACH PUGA,PNL,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,7,ALEJANDRA VICTORIA CARRASCO PÉREZ,PNL,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,8,BÁRBARA ANDREA VERA SEPÚLVEDA,PSC,,,
7,REGIÓN DE VALPARAÍSO,CAMBIO POR CHILE,9,JUAN ALBERTO SEPÚLVEDA QUEZADA,PSC,,,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,1,TOMÁS LAGOMARSINO,PR,,1.0,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,2,JORGE BRITO,FA,,1.0,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,3,JAIME BASSA,FA,,,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,4,LUIS CUELLO,PC,,1.0,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,5,ROY CRICHTON,PDC,,,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,6,FELIPE RÍOS,PL,,,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,7,MANUEL MURILLO,IND,PPD,,
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,8,TOMÁS DE REMENTERÍA,PS,,,1.0
7,REGIÓN DE VALPARAÍSO,UNIDAD POR CHILE ,9,ARTURO BARRIOS,PS,,1.0,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,1,JUAN MARCELO VALENZUELA HENRIQUEZ,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,2,NICOLAS EDUARDO FARFÁN VEGA,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,3,VANESSA FERRER RADOVICH,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,4,GUILLERMO ESCOBAR ARRIAGADA,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,5,VERÓNICA DEL CARMEN ROJAS ARENAS,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,6,FLAVIO DAVID ESPINOZA MELLADO,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,7,CAROLL SALOMÉ MEYER MEYER,PDG,,,
7,REGIÓN DE VALPARAÍSO,PARTIDO DE LA GENTE ,8,NATALIA VANESSA NAVARRO ALDAY,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,1,JORGE GALDAMES HOROSTICA,DEMOCRATAS,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,2,GONZALO EGAS POURAILLY,DEMOCRATAS,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,3,ELIZABETH CARRASCO URRUTIA,DEMOCRATAS,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,4,ROSA OYARCE SUAZO,RN,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,5,CESAR VEGA LAZO,RN,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,6,NATALY FRANCISCA ORTUZAR MENDEZ,RN,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,7,SEBASTIAN KEITEL RONDON,IND,UDI,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,8,BEATRIZ LAGOS CAMPOS,UDI,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,9,MARIO OLAVARRIA RODRIGUEZ,UDI,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,CESAR CAMILO LEIVA RUBIO,IND,AH,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,CARLOS JAVIER ASTUDILLO ULLOA,IND,AH,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,JAVIER ALEJANDRO IBARRA REYES,AH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,VALESKA MARIELLA LEMUS GUERRA,IND,AH,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,GUILLERMO FLORES CONTRERAS,FREVS,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,CHRISTIAN VITTORI MUÑOZ,FREVS,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,DAVID QUEZADA GOMEZ,FREVS,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",8,ERICA VELASQUEZ MONTENEGRO,IND,FREVS,,
8,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",9,JAIME CAYUQUEO ZAMBRANO,IND,FREVS,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,1,AGUSTÍN ROMERO LEIVA,REP,,1.0,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,2,ENRIQUE BASSALETTI RIESS,IND,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,3,CATHERINE CEBULJ NAVARRETE,REP,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,4,NEHEL ENRIQUE MUÑOZ LAGOS,PSC,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,5,FELIPE ANDRÉS CORVALAN DESTEFANI,PSC,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,6,ITALO ANDRE OMEGNA VERGARA,PNL,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,7,ANITA DOLORES PATRICIA ESCOBAR GATTAS,IND,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,8,JUAN CARLOS GÓMEZ ESCOBAR,PNL,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,9,PIER GIUSEPPE KARLEZI HAZLEBY,PNL,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,1,RUBÉN OYARZO,PR,,1.0,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,2,VIVIANA DELGADO,PL,,1.0,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,3,CRISTOPHER VALDIVIA OLATE,PL,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,4,GUSTAVO GATICA,IND,PC,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,5,MARCOS BARRAZA,PC,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,6,CLAUDIA ATENAS,PDC,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,7,JUAN CARLOS VALDIVIA,IND,PDC,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,8,TATIANA URRUTIA,FA,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,9,CLAUDIA MIX,FA,,1.0,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,1,CRISTIAN ALEJANDRO CONTRERAS RADOVIC,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,2,ANDRÉ AMARIO ALARCON BERRIOS,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,3,LEYLA MASSIEL JARA LÓPEZ,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,4,RICHARD EDUARDO MATTA PARRA,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,5,LUCY DEL CARMEN MUÑOZ MARTICORENA,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,6,SANDRA LUZ VERGARA CASTRO,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,7,FELIX ENRIQUE MOLINA RIQUELME,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,8,JACQUELINE PATRICIA ALARCON BORQUEZ,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,9,ANDRÉS GUILLERMO HENRIQUEZ RIQUELME,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,1,TAMARA ALEJANDRA RAMÍREZ RAMÍREZ,PDG,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,AMAURI ALEN QUILALEO VALENCIA,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,ELISA ANDREA ROJAS HERRERA,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,MARÍA TERESA ÁLVAREZ AGUILAR,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,MÁXIMO FABIÁN QUITRAL ROJAS,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,OSVALDO JAVIER NAVARRO JAMETT,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,PABLO ANDRÉS MORALES MONTOYA,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,7,RICHARD TAPIA FUENTES,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,8,ROSSANA DEL PILAR TARSETTI GUAJARDO,IEPAYH,,,
8,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,9,YESSENIA LIA CRISOSTOMO VALENZUELA,IEPAYH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,1,GUILLERMO RAMIREZ DIEZ,UDI,,1.0,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,2,JOSE MIGUEL GONZALEZ ZAPATA,UDI,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,3,ERIKA OLIVERA DE LA FUENTE,DEMOCRATAS,,1.0,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,4,VERONICA MONTECINOS ORTIZ,DEMOCRATAS,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,5,ALDO DUQUE SANTOS,IND,RN,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,6,MARIA ELENA BARCO SANCHEZ,RN,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,7,FELIPE VIDAL CUEVAS,IND,EVOPOLI,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,8,JUAN MANUEL SANTA CRUZ CAMPAÑA,EVOPOLI,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,ALEJANDRA PIA PEREZ ESPINA,AH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,ARIEL JESUS MATELUNA MATELUNA,IND,AH,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,WALESKA ANDREA UBIERNA NAVARRO,AH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,JOSE LUIS VILLAGRAN BARAHONA,IND,AH,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,PAOLA CADIZ NUÑEZ,FREVS,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,EVELYN FARIAS AILIO,IND,FREVS,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,JOSE SEPULVEDA ZELADA,IND,FREVS,,
9,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",8,FRANCISCO BERIGUETE MATEO,FREVS,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,1,JOSÉ CARLOS MEZA PEREIRA,REP,,1.0,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,2,MACARENA GARCÍA-HUIDOBRO LLORT,REP,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,3,JAVIERA RODRÍGUEZ PASCUAL,REP,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,4,MAXIMILIANO EDUARDO MURATH MANSILLA,PNL,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,5,MARGARITA GARRIDO ACEVEDO,PNL,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,6,VALESKA DE LAS NIEVES OYARCE PEÑA,PSC,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,7,ALBERTO ANDRÉS SEGUEL MENA,PSC,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,8,CAROLINA ÁNGELA GARATE VERGARA,PSC,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,1,ANDRÉS GIORDANO,FA,,1.0,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,2,LEONARDO JOFRÉ,FA,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,3,OSCAR DANIEL JADUE,PC,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,4,BORIS BARRERA,PC,,1.0,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,5,CAROLINA RIVERO,PS,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,6,CÉSAR VALENZUELA,PS,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,7,SANDRA GONZÁLEZ,IND,PPD,,
9,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,8,CARLOS CUADRADO,PPD,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,2,ANDRÉS RIGOBERTO CÁCERES BRAVO,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,3,PAMELA DEL TRANSITO AMARO ARAYA,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,4,FRANCISCO JAVIER LIZANA DONOSO,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,5,CÉSAR ABRAHAM SUAY JERÉZ,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,6,MARIA SOLEDAD LIMPAN APALEO,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,7,CRESCENCIO ALBERTO LÓPEZ LÓPEZ,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,8,CHRISTOPHER ELÍAS YÁÑEZ LEAL,PDG,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,ADRIÁN ANTONIO LIZAMA BARRA,IEPAYH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,AMELIA DEL CARMEN GALLEGOS RAMÍREZ,IEPAYH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,ESTER ALEJANDRA BARRIENTOS VARGAS,IEPAYH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,JUAN ANDRÉS PINO MARDONES,IEPAYH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,LUIS ALBERTO DONOSO URIBE,IEPAYH,,,
9,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,NICOLE ANDREA DÍEZ NAVARRO,IEPAYH,,,
